帖子ID,帖子标题,股票吧代码,股票吧名称,用户ID,用户昵称,点击量,转发量,评论量,发布时间,最后更新时间,是否有图片,是否有视频
1594965375,法官怒斥特朗普政府滥用权力！22亿美元哈佛科研经费被裁定非法冻结，白宫扬言上诉遭批“政治报复”,zssh000001,上证指数吧,1.0161E+15,晨间财经眼,289,0,1,2025/9/4 11:30,2025/9/4 11:44,FALSE,FALSE
1594955091,奇了怪了，指数大跌，却有三千多只个股上涨,zssh000001,上证指数吧,5.99903E+15,股友2v9a605328,344,0,13,2025/9/4 11:23,2025/9/4 11:44,FALSE,FALSE
1594808649,都看3761支撑，那主力就有可能回去破哦！而且破了还得杀，3761这个支撑不能去,zssh000001,上证指数吧,4.45339E+15,天意_NICAI,185,1,3,2025/9/4 10:01,2025/9/4 11:44,FALSE,FALSE
1594951030,拉科技股拉创新药人气就起来了。,zssh000001,上证指数吧,7.54201E+15,股友X83997926X,41,0,3,2025/9/4 11:20,2025/9/4 11:44,FALSE,FALSE
1594974611,活该散户（包括我）相信他们。,zssh000001,上证指数吧,8.65504E+15,道友请留步221,3,0,0,2025/9/4 11:44,2025/9/4 11:44,FALSE,FALSE
1594966578,寒武纪还没到七百块，啥时候寒武纪到七百块，散户再买，不赚钱才怪,zssh000001,上证指数吧,7.44901E+15,n744913821056208,26,0,1,2025/9/4 11:32,2025/9/4 11:44,FALSE,FALSE
1594974599,牛结束了，3888就是最高点！这次回调估计要到3300点！,zssh000001,上证指数吧,4.51748E+15,枕边无人,3,0,0,2025/9/4 11:44,2025/9/4 11:44,FALSE,FALSE
1594951920,还在寻底，还要到3500点不成,zssh000001,上证指数吧,3.39614E+15,乐观的温沁觞,65,0,3,2025/9/4 11:21,2025/9/4 11:43,FALSE,FALSE
1594974492,3712止跌，今天一步到位，惨,zssh000001,上证指数吧,5.52162E+15,股市一枝玫,3,0,0,2025/9/4 11:43,2025/9/4 11:43,FALSE,FALSE
1594974494,短期空方能量释放充分，事物都是否极泰来，空方释放的能量又是多方在地位的承接充分，,zssh000001,上证指数吧,7.96609E+15,沙漠飞鹰的,2,0,0,2025/9/4 11:43,2025/9/4 11:43,FALSE,FALSE
1594974425,小分时到位也没用呀，现在的中轴线是3655，很明显挺不住,zssh000001,上证指数吧,4.4241E+15,冰河世纪的鱼,2,0,0,2025/9/4 11:43,2025/9/4 11:43,FALSE,FALSE
1594974393,早防着你们啦，昨天就空仓了,zssh000001,上证指数吧,7.40105E+15,IntelliJIDEA,86,0,0,2025/9/4 11:43,2025/9/4 11:43,TRUE,FALSE
1594974389,今天大跌，又一次精准预测顶部,zssh000001,上证指数吧,9.96809E+15,均胜繁锦,9,0,0,2025/9/4 11:43,2025/9/4 11:43,FALSE,FALSE
1594974327,这是空头最后的反扑，胜利就在前方!,zssh000001,上证指数吧,6.33438E+15,勇敢的意之韵1818,8,0,0,2025/9/4 11:43,2025/9/4 11:43,FALSE,FALSE
1594974316,早该空仓的，唉,zssh000001,上证指数吧,1.78601E+15,重生在大A开超市,2,0,0,2025/9/4 11:43,2025/9/4 11:43,FALSE,FALSE
1590921436,应该先补3700附近的那个缺口才能有个像样的反弹,zssh000001,上证指数吧,9.69031E+15,小棉花涨不停,99,0,4,2025/8/28 10:01,2025/9/4 11:43,FALSE,FALSE
1594963681,3700左右第一支撑点,zssh000001,上证指数吧,3.07801E+15,飞翔黄鹤,19,0,1,2025/9/4 11:29,2025/9/4 11:43,FALSE,FALSE
1594691104,早上好呀评论区接一波好运小曦祝大家持仓飘红收益长虹收获满满天天吃肉,zssh000001,上证指数吧,9.95709E+15,曦和露,178,2,8,2025/9/4 7:48,2025/9/4 11:43,TRUE,FALSE
1594964837,上周就卖空仓了……跌吧！,zssh000001,上证指数吧,6.84001E+15,驱鬼降魔,16,0,1,2025/9/4 11:30,2025/9/4 11:43,FALSE,FALSE
1584847270,投资的逻辑之二,zssh000001,上证指数吧,8.67209E+15,太公88888,5544,21,182,2025/8/16 7:07,2025/9/4 11:43,FALSE,FALSE
1594974185,昨天沪深两市跑了1000亿，今天上午跑了700亿！！以后只听高盛的话。,zssh000001,上证指数吧,7.91109E+15,Moooooooore,3,0,0,2025/9/4 11:43,2025/9/4 11:43,FALSE,FALSE
1594964099,哈，我发现经过之前几轮牛市的洗礼，这轮散户别的没学到，风声不对跑的倒是即果断又速,zssh000001,上证指数吧,8.63109E+15,F发,45,2,1,2025/9/4 11:29,2025/9/4 11:43,FALSE,FALSE
1594974137,技术型调整,zssh000001,上证指数吧,9.49605E+15,股友5385818zO6,2,0,0,2025/9/4 11:43,2025/9/4 11:43,FALSE,FALSE
1594974122,躺不平了，融资的双倍亏，受不了,zssh000001,上证指数吧,3.31331E+15,财神赐财运,1,0,0,2025/9/4 11:43,2025/9/4 11:43,FALSE,FALSE
1594974077,3000点再见,zssh000001,上证指数吧,3.73735E+15,寒冰烈火涨,4,0,0,2025/9/4 11:43,2025/9/4 11:43,FALSE,FALSE
1594974047,3600找支撑，小盘股还没涨呢你们这么搞，礼貌吗,zssh000001,上证指数吧,3.82109E+15,矬子A,1,0,0,2025/9/4 11:43,2025/9/4 11:43,FALSE,FALSE
1594426691,注意9月份的阶段性风险,gssz,股市实战吧,8.95507E+15,K线解缠机,71,0,1,2025/9/3 14:18,2025/9/4 11:43,FALSE,FALSE
1594618315,上证周线形态，简洁明了，也许对后市有帮助：3～1浪：3040～3417运行五周；,zssh000001,上证指数吧,2.13709E+15,三十年老久根,1903,3,37,2025/9/3 20:28,2025/9/4 11:43,FALSE,FALSE
1594973925,这盘面越来越诡异了，涨跌家数差不多，但指数却跌非常深。靠行政政策调上来的指数有其,zssh000001,上证指数吧,1.58909E+15,回归890128,1,0,0,2025/9/4 11:42,2025/9/4 11:42,FALSE,FALSE
1594973918,指数最起码回调到3500-3600这样，把科技，半导体打下来，涨的太高了，全是泡,zssh000001,上证指数吧,4.80432E+15,什么时候能连板,3,0,0,2025/9/4 11:42,2025/9/4 11:42,FALSE,FALSE
1594954727,牛市就是为了昨天？昨天一过就可以了？,zssh000001,上证指数吧,6.10936E+15,财经小六子,48,0,2,2025/9/4 11:23,2025/9/4 11:42,FALSE,FALSE
1594847285,胆子小的兄弟们收手吧，别搞了，外面实在太狠了,zssh000001,上证指数吧,8.98637E+15,狙击手罗宾逊,480,0,8,2025/9/4 10:19,2025/9/4 11:42,TRUE,FALSE
1594973804,这一次又要3000点保卫战吗,zssh000001,上证指数吧,7.4251E+15,amoney,3,0,0,2025/9/4 11:42,2025/9/4 11:42,FALSE,FALSE
1562809372,铂金十年蛰伏迎周期反转，白银跟随,zssh000001,上证指数吧,4.87111E+15,炎黄黄3008,1073,4,89,2025/6/22 11:44,2025/9/4 11:42,FALSE,FALSE
1594973773,$上证指数(SH000001)$,zssh000001,上证指数吧,2.07407E+15,股友97u9780M87,1,0,0,2025/9/4 11:42,2025/9/4 11:42,FALSE,FALSE
1594973748,$上证指数(SH000001)$,zssh000001,上证指数吧,7.9044E+15,I蛰伏I狩猎I,8,0,0,2025/9/4 11:42,2025/9/4 11:42,TRUE,FALSE
1594927874,3734有强力支撑，前10年的点位。,zssh000001,上证指数吧,3.97812E+15,恭喜四季发财,219,0,7,2025/9/4 11:03,2025/9/4 11:42,FALSE,FALSE
1594892452,空仓两天很巴适一个无龙头支撑的市场胜局微乎其微还是老实点等站稳吧大家,zssh000001,上证指数吧,7.35409E+15,橙好玩,111,0,5,2025/9/4 10:43,2025/9/4 11:42,FALSE,FALSE
1591912597,已减持双创ETF，并适当增配银行和医药ETF！！！,zssh000001,上证指数吧,1.83309E+15,东方老山羊,141,0,6,2025/8/29 11:49,2025/9/4 11:42,FALSE,FALSE
1594963688,这牛真长，两个月结束了！,zssh000001,上证指数吧,9.89531E+15,股友ENV81X,40,0,1,2025/9/4 11:29,2025/9/4 11:42,FALSE,FALSE
1594973705,断头刀！,zssh000001,上证指数吧,1.02102E+15,股友S3ycZR4652,4,0,0,2025/9/4 11:42,2025/9/4 11:42,FALSE,FALSE
1594947612,二次探底,zssh000001,上证指数吧,8.71015E+15,行者武松也,33,0,2,2025/9/4 11:18,2025/9/4 11:42,FALSE,FALSE
1594973640,十年大顶，不知道你们还想什么呢,zssh000001,上证指数吧,9.90709E+15,金拇指VVVV,7,0,0,2025/9/4 11:42,2025/9/4 11:42,FALSE,FALSE
1594973601,九月估计只有双节可以期待了，也就是吃喝玩乐了，拉消费、文旅,zssh000001,上证指数吧,6.01509E+15,真理至上0855,8,0,0,2025/9/4 11:42,2025/9/4 11:42,FALSE,FALSE
1594546970,主线急跌，老股民都懂，快速上涨后的反噬,zssh000001,上证指数吧,1.85805E+15,轻快的冉南,302,0,1,2025/9/3 16:13,2025/9/4 11:42,TRUE,FALSE
1594963641,3708就差不多了吧？,zssh000001,上证指数吧,1.55911E+15,光亮的金红1,11,0,1,2025/9/4 11:29,2025/9/4 11:42,FALSE,FALSE
1594951430,不要怕，牛市多慢长急跌,zssh000001,上证指数吧,9.2514E+15,Ooo云水禅心ooO,248,0,7,2025/9/4 11:20,2025/9/4 11:42,FALSE,FALSE
1594973569,老套路早就想到了,zssh000001,上证指数吧,9.20601E+15,股友aSEvsD4001,3,0,0,2025/9/4 11:42,2025/9/4 11:42,FALSE,FALSE
1557245453,★绩优高成涨、电池负极龙头股——001301尚太科技，24年21万吨、25年将达,zssh000001,上证指数吧,6.80711E+15,亿股轩,1282,2,1,2025/6/6 6:02,2025/9/4 11:42,TRUE,FALSE
1594973549,没有只涨不跌的股市，调整属正常。,zssh000001,上证指数吧,2.15606E+15,股友7E1826w577,3,0,0,2025/9/4 11:42,2025/9/4 11:42,FALSE,FALSE
1594973537,十大机构都说九月份是牛市，慢牛。总有人相信它们，也难怪，要不它们挣谁的钱？,zssh000001,上证指数吧,3.38837E+15,成了精的老韭菜,2,0,0,2025/9/4 11:42,2025/9/4 11:42,FALSE,FALSE
1594963095,大盘加油，离3700只差30点了，看好你哦，旺旺队筹码已准备好！！！,zssh000001,上证指数吧,4.85507E+15,温文尔雅的舒瑶姝,12,0,1,2025/9/4 11:29,2025/9/4 11:42,FALSE,FALSE
1594953216,今天还有人亏钱吗？,zssh000001,上证指数吧,1.6324E+15,规则下的蝼蚁,29,0,2,2025/9/4 11:22,2025/9/4 11:42,FALSE,FALSE
1594921736,大盘今天果然回踩20日线，甚至已经跌破！但不影响今天情绪的修复，不过情绪也是弱修,zssh000001,上证指数吧,7.30508E+15,上岸秘籍,349,0,1,2025/9/4 10:59,2025/9/4 11:42,FALSE,FALSE
1594961575,下午证券大反弹，满仓买入，四十万资金全仓进入,zssh000001,上证指数吧,6.39831E+15,股友118a6828q5,62,0,1,2025/9/4 11:28,2025/9/4 11:42,TRUE,FALSE
1594710892,近日对市场的一点想法，供散户参考,zssh000001,上证指数吧,5.36056E+15,专业打板户1,182,0,4,2025/9/4 9:18,2025/9/4 11:42,FALSE,FALSE
1594973442,这次是真的不给活路了，手上所有股票全都深套十几个点了，解套无望！,zssh000001,上证指数吧,3.00731E+15,一个绿油油的韭菜,6,0,0,2025/9/4 11:42,2025/9/4 11:42,FALSE,FALSE
1594973415,今天就是抄底的时候,zssh000001,上证指数吧,4.49532E+15,豪迈奔放的韭菜花,2,0,0,2025/9/4 11:42,2025/9/4 11:42,FALSE,FALSE
1594973410,预计这一波回调周期2到4周！回调幅度10-15个百分点！大致到3500点附近！这,zssh000001,上证指数吧,4.74308E+15,股友28n531X508,9,0,0,2025/9/4 11:42,2025/9/4 11:42,FALSE,FALSE
1594953728,震荡向下，你别不服,zssh000001,上证指数吧,4.27338E+15,原始_天尊,40,0,2,2025/9/4 11:22,2025/9/4 11:41,FALSE,FALSE
1594961648,今天不拉指数了,zssh000001,上证指数吧,8.44406E+15,主力研究生,10,0,1,2025/9/4 11:28,2025/9/4 11:41,FALSE,FALSE
1594953166,要拉科技和创新药龙头股。,zssh000001,上证指数吧,7.54201E+15,股友X83997926X,46,0,2,2025/9/4 11:22,2025/9/4 11:41,FALSE,FALSE
1594953166,要拉科技和创新药龙头股。,zssh000001,上证指数吧,7.54201E+15,股友X83997926X,46,0,2,2025/9/4 11:22,2025/9/4 11:41,FALSE,FALSE
1594960503,主力开始出货兑现了,zssh000001,上证指数吧,7.71733E+15,堆金钵满地无崖子,18,0,1,2025/9/4 11:27,2025/9/4 11:41,FALSE,FALSE
1594961999,上证大趋势似乎也破位了，3888.60又将成为终极大顶。,zssh000001,上证指数吧,6.69213E+15,天逸A,30,0,0,2025/9/4 11:28,2025/9/4 11:41,FALSE,FALSE
1594973260,先砸到3650，再砸到3580,zssh000001,上证指数吧,4.403E+15,股海之下皆为酒菜,2,0,0,2025/9/4 11:41,2025/9/4 11:41,FALSE,FALSE
1594973243,3888.6，就是“散吧，拜拜喽”。主力提醒你们了,zssh000001,上证指数吧,1.11625E+15,炒股追求的是舒服,27,0,0,2025/9/4 11:41,2025/9/4 11:41,TRUE,FALSE
1594656270,盛宴,zssh000001,上证指数吧,5.24938E+15,南柯魍魉,2672,6,38,2025/9/3 23:13,2025/9/4 11:41,FALSE,FALSE
1594562715,【老王实盘】挑战2025年收益率100%，从6W赚到12W！第152天：-550元，恒科的一些利好因素~,cfhpl,财富号评论吧,6.40304E+15,老王说投资,528,0,8,2025/9/3 16:55,2025/9/4 11:41,TRUE,FALSE
1593000377,市场太极端了，抱团高位票还在抱团拉高，是谁我就不说了，大部分票根本不涨，锦江航运,zssh000001,上证指数吧,9.68031E+15,中小盘价值投资者,586,0,14,2025/9/1 14:13,2025/9/4 11:41,FALSE,FALSE
1594973206,追不追，都给你们挂起来，还想在股市赚钱！都给我套起来！,zssh000001,上证指数吧,5.7501E+15,可靠的谢衍慕,3,0,0,2025/9/4 11:41,2025/9/4 11:41,FALSE,FALSE
1594973200,九月份整月下跌行情早就说过，八月已清空帐户开期货空单，各位散户赶紧清空股票，把主,zssh000001,上证指数吧,8.81135E+15,基民Zj6st2,3,0,0,2025/9/4 11:41,2025/9/4 11:41,FALSE,FALSE
1594961466,使劲杀。不能只让我们小票亏钱啊。,zssh000001,上证指数吧,1.73902E+15,千年韭黄,15,0,1,2025/9/4 11:28,2025/9/4 11:41,FALSE,FALSE
1594973155,还有100点下,zssh000001,上证指数吧,9.98809E+15,W坚持就行,4,0,0,2025/9/4 11:41,2025/9/4 11:41,FALSE,FALSE
1594542852,明天先头部队可以试探进攻了,zssh000001,上证指数吧,6.49009E+15,淘股挖金,5361,2,22,2025/9/3 16:02,2025/9/4 11:41,TRUE,FALSE
1594973123,这跌的也太狠了吧,zssh000001,上证指数吧,8.34409E+15,小榴莲A,2,0,0,2025/9/4 11:41,2025/9/4 11:41,FALSE,FALSE
1594973122,$上证指数(SH000001)$,zssh000001,上证指数吧,6.01509E+15,真理至上0855,2,0,0,2025/9/4 11:41,2025/9/4 11:41,FALSE,FALSE
1594954883,打压了一早上,zssh000001,上证指数吧,5.71009E+15,白小沅123,43,0,3,2025/9/4 11:23,2025/9/4 11:41,FALSE,FALSE
1594948144,胆子大一点，今天下跌100点，跌到3710点,zssh000001,上证指数吧,9.39609E+15,股友5275zU0883,47,0,2,2025/9/4 11:18,2025/9/4 11:41,FALSE,FALSE
1594945841,杠杆融资盘还高达近2.3万亿，获利盘还很大，大盘下跌量能还非常充足，短期这波下跌,zssh000001,上证指数吧,5.34909E+15,火眼金睛看市,440,0,11,2025/9/4 11:16,2025/9/4 11:41,FALSE,FALSE
1594973056,etf同车指数，直接躺平了,zssh000001,上证指数吧,2.94102E+15,天马行空的梦想家,2,0,0,2025/9/4 11:41,2025/9/4 11:41,FALSE,FALSE
1594973006,今日头条。岩山8.19出太低了，8.65最高。吉视5.01出太低了，5.4最高。,zssh000001,上证指数吧,4.97637E+15,实操中的尹菲特,19,0,0,2025/9/4 11:41,2025/9/4 11:41,FALSE,FALSE
1594972999,千金难买牛回头，干就完了,zssh000001,上证指数吧,6.19811E+15,假要听,2,0,0,2025/9/4 11:41,2025/9/4 11:41,FALSE,FALSE
1594972950,没有支撑的吗？就这么水灵灵的下杀。但是今天市场又还不错，这是杀权重股打压指数？看,zssh000001,上证指数吧,1.34225E+15,愉快的孟贞2,2,0,0,2025/9/4 11:41,2025/9/4 11:41,FALSE,FALSE
1594962864,美9月降息,zssh000001,上证指数吧,3.77133E+15,大吉亨通得王怜花,53,0,2,2025/9/4 11:28,2025/9/4 11:41,FALSE,FALSE
1564228699,持股就行，不解释，今年不是主升浪所以不会暴涨,zssh000001,上证指数吧,2.13709E+15,默默无音,19066,31,333,2025/6/25 17:06,2025/9/4 11:41,FALSE,FALSE
1594972900,3300见吧,zssh000001,上证指数吧,4.46824E+15,股友zpxrzH,2,0,0,2025/9/4 11:41,2025/9/4 11:41,FALSE,FALSE
1594694311,老铁们早上好，开始今天的集合打卡回帖888！,zssh000001,上证指数吧,3.53304E+15,栩升论市,534,0,31,2025/9/4 8:10,2025/9/4 11:41,FALSE,FALSE
1594972859,为了散户好，必须把散户套住,zssh000001,上证指数吧,5.7282E+15,胖东来lv,2,0,0,2025/9/4 11:41,2025/9/4 11:41,FALSE,FALSE
1594826978,大盘暴跌居然手上的票毫无影响,zssh000001,上证指数吧,7.93633E+15,基民Xfj,694,0,15,2025/9/4 10:09,2025/9/4 11:40,FALSE,FALSE
1594972779,果然，还是熟悉的味道,zssh000001,上证指数吧,2.57339E+15,巴菲特妮,3,0,0,2025/9/4 11:40,2025/9/4 11:40,FALSE,FALSE
1594972774,……,zssh000001,上证指数吧,2.4081E+15,红亿Robert,1,0,0,2025/9/4 11:40,2025/9/4 11:40,FALSE,FALSE
1594972751,破3700是大概率事件，3400-3500,zssh000001,上证指数吧,7.76336E+15,怒斥狗托,1,0,0,2025/9/4 11:40,2025/9/4 11:40,FALSE,FALSE
1594972716,做个人吧没有什么利空就是硬砸？券商那业绩你们也砸？,zssh000001,上证指数吧,1.98507E+15,绿肥红瘦阿七,2,0,0,2025/9/4 11:40,2025/9/4 11:40,FALSE,FALSE
1594937437,到3730会止跌做小平台整理，随后突破不了3800依旧会下探。我蒙的反正大V小V,zssh000001,上证指数吧,7.60809E+15,c1518461437953743,178,0,7,2025/9/4 11:10,2025/9/4 11:40,FALSE,FALSE
1594965610,科技牛几天的功夫就变成了斗支土。,zssh000001,上证指数吧,7.78009E+15,浪子燕青0626,18,0,1,2025/9/4 11:31,2025/9/4 11:40,FALSE,FALSE
1594960413,2天吐出去。半年赚的，市场正常吗？,zssh000001,上证指数吧,4.44435E+15,股友10tI535609,32,0,1,2025/9/4 11:27,2025/9/4 11:40,FALSE,FALSE
1594953403,考验30日线承接能力吧,zssh000001,上证指数吧,6.21108E+15,索罗大斯,65,0,4,2025/9/4 11:22,2025/9/4 11:40,FALSE,FALSE
1594972632,你们说阿祖会不会收手，我猜不会，因为整体跌幅不大，跌的是指数，这正是他们想要,zssh000001,上证指数吧,8.4111E+15,机灵聪慧的秋荻3,2,0,0,2025/9/4 11:40,2025/9/4 11:40,FALSE,FALSE
1594959254,养的咋这么狠,zssh000001,上证指数吧,9.70101E+15,悠闲人人0122,10,0,1,2025/9/4 11:26,2025/9/4 11:40,FALSE,FALSE
1594863409,连着跌三天，事不过三，所以今天肯定红，砸锅卖铁全仓干，怕啥,zssh000001,上证指数吧,3.46128E+15,善解人意的耿芝菲,128,1,4,2025/9/4 10:28,2025/9/4 11:40,FALSE,FALSE
1594972542,这次回调先破3700,zssh000001,上证指数吧,3.03414E+15,A明天会更好A9605,8,0,0,2025/9/4 11:40,2025/9/4 11:40,FALSE,FALSE
1594972444,牛没见，牛是一坨一坨的,zssh000001,上证指数吧,5.7282E+15,胖东来lv,2,0,0,2025/9/4 11:40,2025/9/4 11:40,FALSE,FALSE
1594972441,逃命吧,zssh000001,上证指数吧,1.14511E+15,前尘往事恍若隔世,3,0,0,2025/9/4 11:40,2025/9/4 11:40,FALSE,FALSE
1594972419,快跑快跑！黑色星期四！,zssh000001,上证指数吧,6.20934E+15,股友mjIAIy,1,0,0,2025/9/4 11:40,2025/9/4 11:40,FALSE,FALSE
1594960549,tm破位了还有人在唱多,zssh000001,上证指数吧,1.49433E+15,作手旧衣,21,0,1,2025/9/4 11:27,2025/9/4 11:40,FALSE,FALSE
1594972382,调入上证50，熟悉的套路，熟悉的手法，机构拉高怕没人接盘？没事调入基金，不接也要,zssh000001,上证指数吧,7.82605E+15,柔和的盛宜仲,7,0,0,2025/9/4 11:40,2025/9/4 11:40,FALSE,FALSE
1594904947,牛来了，三天干没150点,zssh000001,上证指数吧,7.75759E+15,长期吃面的老韭菜,432,0,15,2025/9/4 10:50,2025/9/4 11:40,FALSE,FALSE
1594904232,不要害怕，机会来了，20天线附近干活,zssh000001,上证指数吧,4.31809E+15,卧龙说股到金,1271,0,35,2025/9/4 10:49,2025/9/4 11:40,TRUE,FALSE
1594953290,食品出30厘米了！,zssh000001,上证指数吧,4.99101E+15,专杀翘嘴,101,0,2,2025/9/4 11:22,2025/9/4 11:40,FALSE,FALSE
1594972337,kd开口过大，短线有反弹,zssh000001,上证指数吧,7.57209E+15,伴雨行,5,0,0,2025/9/4 11:40,2025/9/4 11:40,FALSE,FALSE
1594972332,外资快来，卖公司了,zssh000001,上证指数吧,4.22532E+15,顺利顺财,4,0,0,2025/9/4 11:40,2025/9/4 11:40,FALSE,FALSE
1594972294,万丰奥威，所有关注我的全仓进万丰奥威我有百分之百把握这只股百分之百必连续大涨,zssh000001,上证指数吧,8.82031E+15,李哥割股,8,0,0,2025/9/4 11:40,2025/9/4 11:40,FALSE,FALSE
1594972277,还有人说这是牛市吗,zssh000001,上证指数吧,9.77235E+15,恶心通讯,3,0,0,2025/9/4 11:40,2025/9/4 11:40,FALSE,FALSE
1594972266,2千点左右到底,zssh000001,上证指数吧,8.46736E+15,股市最多老千,4,0,0,2025/9/4 11:40,2025/9/4 11:40,FALSE,FALSE
1594972251,大盘三阴位置很好的机会！周五午盘杀入指数ETF！！！,zssh000001,上证指数吧,2.29954E+15,股友WJe5Ck8234,4,0,0,2025/9/4 11:40,2025/9/4 11:40,FALSE,FALSE
1594951975,军工股已经连亏四天了,zssh000001,上证指数吧,9.9954E+15,恭喜富贵的张三丰,65,0,2,2025/9/4 11:21,2025/9/4 11:40,FALSE,FALSE
1594972184,今天反抽不上去到颈线位上方就双头了，起码回调到3600,zssh000001,上证指数吧,8.84239E+15,zj悟道哥,1,0,0,2025/9/4 11:39,2025/9/4 11:39,FALSE,FALSE
1594972181,最佳年度韭王。去哪哪寸草不生,zssh000001,上证指数吧,4.81308E+15,股友I7860i7822,54,0,0,2025/9/4 11:39,2025/9/4 11:39,TRUE,FALSE
1594972173,9个交易日流出一万亿，可以，再接再厉，看好你大a，呵呵,zssh000001,上证指数吧,5.05054E+15,毛豆_yd,2,0,0,2025/9/4 11:39,2025/9/4 11:39,FALSE,FALSE
1594972136,"前段时间平台劝新股民买ETF,又发公告说ETF成交额如何如何，什么什么又增持，我",zssh000001,上证指数吧,3.25533E+15,龙腾逸马,3,0,0,2025/9/4 11:39,2025/9/4 11:39,FALSE,FALSE
1594906970,低点在3730正负10点附近，很好的一次倒车接人。远离高标，高价股，很明显大资金,zssh000001,上证指数吧,6.04738E+15,认知决定未来Ay,179,0,4,2025/9/4 10:51,2025/9/4 11:39,TRUE,FALSE
1594972026,高层所需要的慢牛来了，怎么说呢，一个字溅，当市场有丁点好转，你们就飘了，你们要懂,zssh000001,上证指数吧,7.56551E+15,富贵利市地唐昊,5,0,0,2025/9/4 11:39,2025/9/4 11:39,FALSE,FALSE
1594972019,你们怎么能这样子跌，这可是救命钱啊,zssh000001,上证指数吧,4.18131E+15,韭菜根都找不到了,6,0,0,2025/9/4 11:39,2025/9/4 11:39,FALSE,FALSE
1594972022,$上证指数(SH000001)$,zssh000001,上证指数吧,2.58506E+15,股友o58279n610,4,0,0,2025/9/4 11:39,2025/9/4 11:39,FALSE,FALSE
1594971947,今天不亏，舒服,zssh000001,上证指数吧,7.97505E+15,股友5728951M7G,1,0,0,2025/9/4 11:39,2025/9/4 11:39,FALSE,FALSE
1591895944,去你的牛消费天天亏,zssh000001,上证指数吧,2.40008E+15,鲲鹏2,64,0,2,2025/8/29 11:27,2025/9/4 11:39,FALSE,FALSE
1594971918,3W亿就是分水岭,zssh000001,上证指数吧,6.11301E+15,zgsxchzsc,2,0,0,2025/9/4 11:39,2025/9/4 11:39,FALSE,FALSE
1594971885,大盘这次必到2800点（又次伤了散户的心，今天一半散户就会卸载软件，割肉走的），,zssh000001,上证指数吧,3.81608E+15,晴空万里牛市来了,3,0,0,2025/9/4 11:39,2025/9/4 11:39,FALSE,FALSE
1594971881,大盘涨1%，4300家下跌。大盘跌2%，2300家下跌。那就让大盘跌呗，盈亏同源,zssh000001,上证指数吧,5.66133E+15,股友93N928656L,4,0,0,2025/9/4 11:39,2025/9/4 11:39,FALSE,FALSE
1594971869,看半年线能不能顶住了,zssh000001,上证指数吧,8.83039E+15,天蓝蓝918,5,0,0,2025/9/4 11:39,2025/9/4 11:39,FALSE,FALSE
1594632071,明日观点,zssh000001,上证指数吧,3.73839E+15,十年柚子老赵,1303,0,10,2025/9/3 21:23,2025/9/4 11:39,TRUE,FALSE
1594971838,狼来了，第三次,zssh000001,上证指数吧,8.86009E+15,土乖,3,0,0,2025/9/4 11:39,2025/9/4 11:39,FALSE,FALSE
1594971834,同志们，子弹上膛，和我冲啊，一举收复3760！,zssh000001,上证指数吧,1.94211E+15,润肤糖糖,3,0,0,2025/9/4 11:39,2025/9/4 11:39,FALSE,FALSE
1594971814,$上证指数(SH000001)$,zssh000001,上证指数吧,2.58506E+15,股友o58279n610,3,0,0,2025/9/4 11:39,2025/9/4 11:39,FALSE,FALSE
1593641816,大顶确认，，，清仓休息，，，，,zssh000001,上证指数吧,1.82334E+15,老刀95,2819,5,30,2025/9/2 13:28,2025/9/4 11:39,FALSE,FALSE
1594971793,$上证指数(SH000001)$,zssh000001,上证指数吧,1.2561E+15,股友u83K366899,2,0,0,2025/9/4 11:39,2025/9/4 11:39,FALSE,FALSE
1594971736,3700点附近的缺口，这次应该会补了吧,zssh000001,上证指数吧,8.39911E+15,ddddaaaassssaaaa,2,0,0,2025/9/4 11:39,2025/9/4 11:39,FALSE,FALSE
1594962191,短期急速调整，属于牛市快速下跌，慢速上涨情形。预测可能调整的时间空间,zssh000001,上证指数吧,7.59501E+15,甲乙壬癸来到,1136,4,6,2025/9/4 11:28,2025/9/4 11:39,FALSE,FALSE
1594597663,2025.09.04周四（0067）已空仓两天，等企稳！,zssh000001,上证指数吧,1.61538E+15,爱你在心嘴难开,1201,0,33,2025/9/3 19:01,2025/9/4 11:39,TRUE,FALSE
1594971703,调整而已，明天涨回去。,zssh000001,上证指数吧,9.47851E+15,随风起舞777,3,0,0,2025/9/4 11:39,2025/9/4 11:39,FALSE,FALSE
1594971638,顶已经告诉你们了3888.6。散户拜拜咯,zssh000001,上证指数吧,3.13327E+15,热情的郝桢18,2,0,0,2025/9/4 11:39,2025/9/4 11:39,FALSE,FALSE
1594971638,顶已经告诉你们了3888.6。散户拜拜咯,zssh000001,上证指数吧,3.13327E+15,热情的郝桢18,2,0,0,2025/9/4 11:39,2025/9/4 11:39,FALSE,FALSE
1594971633,待大盘企稳后，再考虑进场。,zssh000001,上证指数吧,5.30501E+15,糊涂田老大,3,0,0,2025/9/4 11:39,2025/9/4 11:39,FALSE,FALSE
1594971624,涨要一个月，跌只要三天,zssh000001,上证指数吧,8.40437E+15,温文尔雅的李卓婷,3,0,0,2025/9/4 11:39,2025/9/4 11:39,FALSE,FALSE
